infinitival	երգել	քաղել	ապրիլ	խօսիլ	ածիլուիլ	զզուիլ	աղալ	կարդալ	արտահեղուլ	թողուլ	աճեցնել	մօտեցնել	անցընել	դարձնել	ուսուցանել	ծանուցանել	անցնիլ	մեռնիլ	երկնչիլ	կպչիլ	ամչնալ	նիհարնալ	երդնուլ	զբօսնուլ	իջնալ	իջնել	գտնալ	գտնել	ելլալ	ելլել	դպչիլ	կարենալ		երեւիլ					ըլլալ	գալ	լալ	տալ	արտաբերել	բերել	անդրադառնալ	դառնալ	առնել	բանալ	դնել	դպիլ	երթալ	զարնել	զիջիլ	ընդունիլ	ընել	ըսել	թքնել	իյնալ	խածնել	խաղալ	մնալ	նստիլ	ուտել	տանիլ
negative future participle	չերգելու	չքաղելու	չապրելու	չխօսելու	չածիլուելու	չզզուելու	չաղալու	չկարդալու	չարտահեղելու	չթողելու	չաճեցնելու	չմօտեցնելու	չանցընելու	չդարձնելու	չուսուցանելու	չծանուցանելու	չանցնելու	չմեռնելու	չերկնչելու	չկպչելու	չամչնալու	չնիհարնալու	չերդնելու	չզբօսնելու	չիջնալու	չիջնելու	չգտնալու	չգտնելու	չելլալու	չելլելու	չդպչելու	չկարենալու		չերեւելու					չըլլալու	չգալու	չլալու	չտալու	չարտաբերելու	չբերելու	չանդրադառնալու	չդառնալու	չառնելու	չբանալու	չդնելու	չդպելու	չերթալու	չզարնելու	չզիջելու	չընդունելու	չընելու	չըսելու	չթքնելու	չիյնալու	չխածնելու	չխաղալու	չմնալու	չնստելու	չուտելու	չտանելու
negative indicative past 1pl	չերգեցինք	չքաղեցինք	չապրեցանք	չխօսեցանք	չածիլուեցանք	չզզուեցանք	չաղացինք	չկարդացինք	չարտահեղուցինք	չթողուցինք, չթողինք	չաճեցուցինք	չմօտեցուցինք	չանցուցինք	չդարձուցինք	չուսուցինք	չծանուցինք	չանցանք	չմեռանք	չերկնանք	չկպանք	չամչցանք	չնիհարցանք	չերդուանք	չզբօսնեցինք	չիջանք	չիջանք	չգտանք	չգտանք	չելանք	չելանք	չդպանք		չկրցանք						չեղանք	չեկանք	չլացինք	չտուինք	չարտաբերինք	չբերինք	չանդրադարձանք	չդարձանք	չառինք	չբացինք	չդրինք	չդպանք	չգացինք	չզարկինք	չզիջանք	չընդունեցանք, չընդունեցինք	չըրինք	չըսինք	չթքանք, չթքինք	չինկանք	չխածանք, չխածինք	չխաղացինք, չխաղցանք	չմնացինք	չնստեցանք, չնստանք	չկերանք	չտարինք
negative indicative past 1sg	չերգեցի	չքաղեցի	չապրեցայ	չխօսեցայ	չածիլուեցայ	չզզուեցայ	չաղացի	չկարդացի	չարտահեղուցի	չթողուցի, չթողի	չաճեցուցի	չմօտեցուցի	չանցուցի	չդարձուցի	չուսուցի	չծանուցի	չանցայ	չմեռայ	չերկնայ	չկպայ	չամչցայ	չնիհարցայ	չերդուայ	չզբօսնեցի	չիջայ	չիջայ	չգտայ	չգտայ	չելայ	չելայ	չդպայ		չկրցայ						չեղայ	չեկայ	չլացի	չտուի	չարտաբերի	չբերի	չանդրադարձայ	չդարձայ	չառի	չբացի	չդրի	չդպայ	չգացի	չզարկի	չզիջայ	չընդունեցայ, չընդունեցի	չըրի	չըսի	չթքայ, չթքի	չինկայ	չխածայ, չխածի	չխաղացի, չխաղցայ	չմնացի	չնստեցայ, չնստայ	չկերայ	չտարի
negative indicative past 2pl	չերգեցիք	չքաղեցիք	չապրեցաք	չխօսեցաք	չածիլուեցաք	չզզուեցաք	չաղացիք	չկարդացիք	չարտահեղուցիք	չթողուցիք, չթողիք	չաճեցուցիք	չմօտեցուցիք	չանցուցիք	չդարձուցիք	չուսուցիք	չծանուցիք	չանցաք	չմեռաք	չերկնաք	չկպաք	չամչցաք	չնիհարցաք	չերդուաք	չզբօսնեցիք	չիջաք	չիջաք	չգտաք	չգտաք	չելաք	չելաք	չդպաք		չկրցաք						չեղաք	չեկաք	չլացիք	չտուիք	չարտաբերիք	չբերիք	չանդրադարձաք	չդարձաք	չառիք	չբացիք	չդրիք	չդպաք	չգացիք	չզարկիք	չզիջաք	չընդունեցաք, չընդունեցիք	չըրիք	չըսիք	չթքաք, չթքիք	չինկաք	չխածաք, չխածիք	չխաղացիք, չխաղցաք	չմնացիք	չնստեցաք, չնստաք	չկերաք	չտարիք
negative indicative past 2sg	չերգեցիր	չքաղեցիր	չապրեցար	չխօսեցար	չածիլուեցար	չզզուեցար	չաղացիր	չկարդացիր	չարտահեղուցիր	չթողուցիր, չթողիր	չաճեցուցիր	չմօտեցուցիր	չանցուցիր	չդարձուցիր	չուսուցիր	չծանուցիր	չանցար	չմեռար	չերկնար	չկպար	չամչցար	չնիհարցար	չերդուար	չզբօսնեցիր	չիջար	չիջար	չգտար	չգտար	չելար	չելար	չդպար		չկրցար						չեղար	չեկար	չլացիր	չտուիր	չարտաբերիր	չբերիր	չանդրադարձար	չդարձար	չառիր	չբացիր	չդրիր	չդպար	չգացիր	չզարկիր	չզիջար	չընդունեցար, չընդունեցիր	չըրիր	չըսիր	չթքար, չթքիր	չինկար	չխածար, չխածիր	չխաղացիր, չխաղցար	չմնացիր	չնստեցար, չնստար	չկերար	չտարիր
negative indicative past 3pl	չերգեցին	չքաղեցին	չապրեցան	չխօսեցան	չածիլուեցան	չզզուեցան	չաղացին	չկարդացին	չարտահեղուցին	չթողուցին, չթողին	չաճեցուցին	չմօտեցուցին	չանցուցին	չդարձուցին	չուսուցին	չծանուցին	չանցան	չմեռան	չերկնան	չկպան	չամչցան	չնիհարցան	չերդուան	չզբօսնեցին	չիջան	չիջան	չգտան	չգտան	չելան	չելան	չդպան		չկրցան						չեղան	չեկան	չլացին	չտուին	չարտաբերին	չբերին	չանդրադարձան	չդարձան	չառին	չբացին	չդրին	չդպան	չգացին	չզարկին	չզիջան	չընդունեցան, չընդունեցին	չըրին	չըսին	չթքան, չթքին	չինկան	չխածան, չխածին	չխաղացին, չխաղցան	չմնացին	չնստեցան, չնստան	չկերան	չտարին
negative indicative past 3sg	չերգեց	չքաղեց	չապրեցաւ	չխօսեցաւ	չածիլուեցաւ	չզզուեցաւ	չաղաց	չկարդաց	չարտահեղուց	չթողուց, չթող	չաճեցուց	չմօտեցուց	չանցուց	չդարձուց	չուսուց	չծանուց	չանցաւ	չմեռաւ	չերկնաւ	չկպաւ	չամչցաւ	չնիհարցաւ	չերդուաւ	չզբօսնեց	չիջաւ	չիջաւ	չգտաւ	չգտաւ	չելաւ	չելաւ	չդպաւ		չկրցաւ						չեղաւ	չեկաւ	չլացաւ	չտուաւ	չարտաբերաւ	չբերաւ	չանդրադարձաւ	չդարձաւ	չառաւ	չբացաւ	չդրաւ	չդպաւ	չգնաց	չզարկաւ	չզիջաւ	չընդունեց, չընդունեցաւ	չըրաւ	չըսաւ	չթքաւ	չինկաւ	չխածաւ	չխաղաց, չխաղցաւ	չմնաց	չնստեցաւ, չնստաւ	չկերաւ	չտարաւ
negative indicative past imperfect 1pl	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis		periphrasis		չունէինք	periphrasis	չկայինք	չէինք	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative past imperfect 1sg	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis		periphrasis		չունէի	periphrasis	չկայի	չէի	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative past imperfect 2pl	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis		periphrasis		չունէիք	periphrasis	չկայիք	չէիք	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative past imperfect 2sg	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis		periphrasis		չունէիր	periphrasis	չկայիր	չէիր	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative past imperfect 3pl	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis		periphrasis		չունէին	periphrasis	չկային	չէին	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative past imperfect 3sg	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis		periphrasis		չունէր	periphrasis	չկար	չէր	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative present 1pl	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis		periphrasis		չունինք	periphrasis	չկանք	չենք	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative present 1sg	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis		periphrasis		չունիմ	periphrasis	չկամ	չեմ	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative present 2pl	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis		periphrasis		չունիք	periphrasis	չկաք	չէք	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative present 2sg	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis		periphrasis		չունիս	periphrasis	չկաս	չես	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative present 3pl	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis		periphrasis		չունին	periphrasis	չկան	չեն	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative indicative present 3sg	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis			periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis		periphrasis		չունի	periphrasis	չկայ	չէ	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis	periphrasis
negative infinitival	չերգել	չքաղել	չապրիլ	չխօսիլ	չածիլուիլ	չզզուիլ	չաղալ	չկարդալ	չարտահեղուլ	չթողուլ	չաճեցնել	չմօտեցնել	չանցընել	չդարձնել	չուսուցանել	չծանուցանել	չանցնիլ	չմեռնիլ	չերկնչիլ	չկպչիլ	չամչնալ	չնիհարնալ	չերդնուլ	չզբօսնուլ	չիջնալ	չիջնել	չգտնալ	չգտնել	չելլալ	չելլել	չդպչիլ	չկարենալ		չերեւիլ					չըլլալ	չգալ	չլալ	չտալ	չարտաբերել	չբերել	չանդրադառնալ	չդառնալ	չառնել	չբանալ	չդնել	չդպիլ	չերթալ	չզարնել	չզիջիլ	չընդունիլ	չընել	չըսել	չթքնել	չիյնալ	չխածնել	չխաղալ	չմնալ	չնստիլ	չուտել	չտանիլ
negative perfect participle	չերգած	չքաղած	չապրած	չխօսած	չածիլուած	չզզուած	չաղացած	չկարդացած	չարտահեղած, չարտահեղուցած	չթողած, չթողուցած	չաճեցուցած	չմօտեցուցած	չանցուցած	չդարձուցած	չուսուցած	չծանուցած	չանցած	չմեռած	չերկնած	չկպած	չամչցած	չնիհարցած	չերդուած	չզբօսած	չիջած	չիջած	չգտած	չգտած	չելած	չելած	չդպած		չկրցած						չեղած	չեկած	չլացած	չտուած	չարտաբերած	չբերած	չանդրադարձած	չդարձած	չառած	չբացած	չդրած	չդպած	չգացած	չզարկած	չզիջած	չընդունած	չըրած	չըսած	չթքած	չինկած	չխածած	չխաղցած	չմնացած	չնստած	չկերած	չտարած
negative prospective participle	չերգելիք	չքաղելիք	չապրելիք	չխօսելիք	չածիլուելիք	չզզուելիք	չաղալիք	չկարդալիք	չարտահեղելիք	չթողելիք	չաճեցնելիք	չմօտեցնելիք	չանցընելիք	չդարձնելիք	չուսուցանելիք	չծանուցանելիք	չանցնելիք	չմեռնելիք	չերկնչելիք	չկպչելիք	չամչնալիք	չնիհարնալիք	չերդնելիք	չզբօսնելիք	չիջնալիք	չիջնելիք	չգտնալիք	չգտնելիք	չելլալիք	չելլելիք	չդպչելիք	չկարենալիք		չերեւելիք					չըլլալիք	չգալիք	չլալիք	չտալիք	չարտաբերելիք	չբերելիք	չանդրադառնալիք	չդառնալիք	չառնելիք	չբանալիք	չդնելիք	չդպելիք	չերթալիք	չզարնելիք	չզիջելիք	չընդունելիք	չընելիք	չըսելիք	չթքնելիք	չիյնալիք	չխածնելիք	չխաղալիք	չմնալիք	չնստելիք	չուտելիք	չտանելիք
negative subject participle	չերգող	չքաղող	չապրող	չխօսող	չածիլուող	չզզուող	չաղացող	չկարդացող	չարտահեղող, չարտահեղուցող	չթողող, չթողուցող	չաճեցնող	չմօտեցնող	չանցնող	չդարձնող	չուսուցանող	չծանուցանող	չանցնող	չմեռնող			չամչցող	չնիհարցող	չերդուող	չզբօսնող, չզբօսող	չիջնող	չիջնող	չգտնող	չգտնող	չելլող	չելլող	չդպչող		չկրցող						չեղող	չեկող	չլացող	չտուող	չարտաբերող	չբերող	չանդրադարձող	չդարձող	չառնող	չբացող	չդնող	չդպող	չգացող	չզարնող	չզիջող	չընդունող	չընող	չըսող	չթքնող	չինկող	չխածնող	չխաղցող	չմնացող	չնստող	չուտող	չտանող
negative subjunctive past imperfect 1pl	չերգէինք	չքաղէինք	չապրէինք	չխօսէինք	չածիլուէինք	չզզուէինք	չաղայինք	չկարդայինք	չարտահեղէինք, չարտահեղուինք	չթողէինք, չթողուինք	չաճեցնէինք	չմօտեցնէինք	չանցընէինք	չդարձնէինք	չուսուցանէինք	չծանուցանէինք	չանցնէինք	չմեռնէինք			չամչնայինք	չնիհարնայինք	չերդնէինք, չերդնուինք	չզբօսնէինք	չիջնայինք	չիջնէինք	չգտնայինք	չգտնէինք	չելլայինք	չելլէինք	չդպչէինք	չկարենայինք	չկրնայինք		չունէինք	չգիտէինք	չկայինք		չըլլայինք	չգայինք	չլայինք	չտայինք	չարտաբերէինք	չբերէինք	չանդրադառնայինք	չդառնայինք	չառնէինք	չբանայինք	չդնէինք	չդպէինք	չերթայինք	չզարնէինք	չզիջէինք	չընդունէինք	չընէինք	չըսէինք	չթքնէինք	չիյնայինք	չխածնէինք	չխաղայինք	չմնայինք	չնստէինք	չուտէինք	չտանէինք
negative subjunctive past imperfect 1sg	չերգէի	չքաղէի	չապրէի	չխօսէի	չածիլուէի	չզզուէի	չաղայի	չկարդայի	չարտահեղէի, չարտահեղուի	չթողէի, չթողուի	չաճեցնէի	չմօտեցնէի	չանցընէի	չդարձնէի	չուսուցանէի	չծանուցանէի	չանցնէի	չմեռնէի			չամչնայի	չնիհարնայի	չերդնէի, չերդնուի	չզբօսնէի	չիջնայի	չիջնէի	չգտնայի	չգտնէի	չելլայի	չելլէի	չդպչէի	չկարենայի	չկրնայի		չունէի	չգիտէի	չկայի		չըլլայի	չգայի	չլայի	չտայի	չարտաբերէի	չբերէի	չանդրադառնայի	չդառնայի	չառնէի	չբանայի	չդնէի	չդպէի	չերթայի	չզարնէի	չզիջէի	չընդունէի	չընէի	չըսէի	չթքնէի	չիյնայի	չխածնէի	չխաղայի	չմնայի	չնստէի	չուտէի	չտանէի
negative subjunctive past imperfect 2pl	չերգէիք	չքաղէիք	չապրէիք	չխօսէիք	չածիլուէիք	չզզուէիք	չաղայիք	չկարդայիք	չարտահեղէիք, չարտահեղուիք	չթողէիք, չթողուիք	չաճեցնէիք	չմօտեցնէիք	չանցընէիք	չդարձնէիք	չուսուցանէիք	չծանուցանէիք	չանցնէիք	չմեռնէիք			չամչնայիք	չնիհարնայիք	չերդնէիք, չերդնուիք	չզբօսնէիք	չիջնայիք	չիջնէիք	չգտնայիք	չգտնէիք	չելլայիք	չելլէիք	չդպչէիք	չկարենայիք	չկրնայիք		չունէիք	չգիտէիք	չկայիք		չըլլայիք	չգայիք	չլայիք	չտայիք	չարտաբերէիք	չբերէիք	չանդրադառնայիք	չդառնայիք	չառնէիք	չբանայիք	չդնէիք	չդպէիք	չերթայիք	չզարնէիք	չզիջէիք	չընդունէիք	չընէիք	չըսէիք	չթքնէիք	չիյնայիք	չխածնէիք	չխաղայիք	չմնայիք	չնստէիք	չուտէիք	չտանէիք
negative subjunctive past imperfect 2sg	չերգէիր	չքաղէիր	չապրէիր	չխօսէիր	չածիլուէիր	չզզուէիր	չաղայիր	չկարդայիր	չարտահեղէիր, չարտահեղուիր	չթողէիր, չթողուիր	չաճեցնէիր	չմօտեցնէիր	չանցընէիր	չդարձնէիր	չուսուցանէիր	չծանուցանէիր	չանցնէիր	չմեռնէիր			չամչնայիր	չնիհարնայիր	չերդնէիր, չերդնուիր	չզբօսնէիր	չիջնայիր	չիջնէիր	չգտնայիր	չգտնէիր	չելլայիր	չելլէիր	չդպչէիր	չկարենայիր	չկրնայիր		չունէիր	չգիտէիր	չկայիր		չըլլայիր	չգայիր	չլայիր	չտայիր	չարտաբերէիր	չբերէիր	չանդրադառնայիր	չդառնայիր	չառնէիր	չբանայիր	չդնէիր	չդպէիր	չերթայիր	չզարնէիր	չզիջէիր	չընդունէիր	չընէիր	չըսէիր	չթքնէիր	չիյնայիր	չխածնէիր	չխաղայիր	չմնայիր	չնստէիր	չուտէիր	չտանէիր
negative subjunctive past imperfect 3pl	չերգէին	չքաղէին	չապրէին	չխօսէին	չածիլուէին	չզզուէին	չաղային	չկարդային	չարտահեղէին, չարտահեղուին	չթողէին, չթողուին	չաճեցնէին	չմօտեցնէին	չանցընէին	չդարձնէին	չուսուցանէին	չծանուցանէին	չանցնէին	չմեռնէին			չամչնային	չնիհարնային	չերդնէին, չերդնուին	չզբօսնէին	չիջնային	չիջնէին	չգտնային	չգտնէին	չելլային	չելլէին	չդպչէին	չկարենային	չկրնային		չունէին	չգիտէին	չկային		չըլլային	չգային	չլային	չտային	չարտաբերէին	չբերէին	չանդրադառնային	չդառնային	չառնէին	չբանային	չդնէին	չդպէին	չերթային	չզարնէին	չզիջէին	չընդունէին	չընէին	չըսէին	չթքնէին	չիյնային	չխածնէին	չխաղային	չմնային	չնստէին	չուտէին	չտանէին
negative subjunctive past imperfect 3sg	չերգէր	չքաղէր	չապրէր	չխօսէր	չածիլուէր	չզզուէր	չաղար	չկարդար	չարտահեղէր, չարտահեղուր	չթողէր, չթողուր	չաճեցնէր	չմօտեցնէր	չանցընէր	չդարձնէր	չուսուցանէր	չծանուցանէր	չանցնէր	չմեռնէր			չամչնար	չնիհարնար	չերդնէր, չերդնուր	չզբօսնէր	չիջնար	չիջնէր	չգտնար	չգտնէր	չելլար	չելլէր	չդպչէր	չկարենար	չկրնար		չունէր	չգիտէր	չկար		չըլլար	չգար	չլար	չտար	չարտաբերէր	չբերէր	չանդրադառնար	չդառնար	չառնէր	չբանար	չդնէր	չդպէր	չերթար	չզարնէր	չզիջէր	չընդունէր	չընէր	չըսէր	չթքնէր	չիյնար	չխածնէր	չխաղար	չմնար	չնստէր	չուտէր	չտանէր
negative subjunctive present 1pl	չերգենք	չքաղենք	չապրինք	չխօսինք	չածիլուինք	չզզուինք	չաղանք	չկարդանք	չարտահեղենք, չարտահեղունք	չթողենք, չթողունք	չաճեցնենք	չմօտեցնենք	չանցընենք	չդարձնենք	չուսուցանենք	չծանուցանենք	չանցնինք	չմեռնինք			չամչնանք	չնիհարնանք	չերդնունք	չզբօսնունք	չիջնանք	չիջնենք	չգտնանք	չգտնենք	չելլանք	չելլենք	չդպչինք	չկարենանք	չկրնանք		չունինք	չգիտենք	չկանք		չըլլանք	չգանք	չլանք	չտանք	չարտաբերենք	չբերենք	չանդրադառնանք	չդառնանք	չառնենք	չբանանք	չդնենք	չդպինք	չերթանք	չզարնենք	չզիջինք	չընդունինք	չընենք	չըսենք	չթքնենք	չիյնանք	չխածնենք	չխաղանք	չմնանք	չնստինք	չուտենք	չտանինք
negative subjunctive present 1sg	չերգեմ	չքաղեմ	չապրիմ	չխօսիմ	չածիլուիմ	չզզուիմ	չաղամ	չկարդամ	չարտահեղեմ, չարտահեղում	չթողեմ, չթողում	չաճեցնեմ	չմօտեցնեմ	չանցընեմ	չդարձնեմ	չուսուցանեմ	չծանուցանեմ	չանցնիմ	չմեռնիմ			չամչնամ	չնիհարնամ	չերդնում	չզբօսնում	չիջնամ	չիջնեմ	չգտնամ	չգտնեմ	չելլամ	չելլեմ	չդպչիմ	չկարենամ	չկրնամ		չունիմ	չգիտեմ	չկամ		չըլլամ	չգամ	չլամ	չտամ	չարտաբերեմ	չբերեմ	չանդրադառնամ	չդառնամ	չառնեմ	չբանամ	չդնեմ	չդպիմ	չերթամ	չզարնեմ	չզիջիմ	չընդունիմ	չընեմ	չըսեմ	չթքնեմ	չիյնամ	չխածնեմ	չխաղամ	չմնամ	չնստիմ	չուտեմ	չտանիմ
negative subjunctive present 2pl	չերգէք	չքաղէք	չապրիք	չխօսիք	չածիլուիք	չզզուիք	չաղաք	չկարդաք	չարտահեղէք, չարտահեղուք	չթողէք, չթողուք	չաճեցնէք	չմօտեցնէք	չանցընէք	չդարձնէք	չուսուցանէք	չծանուցանէք	չանցնիք	չմեռնիք			չամչնաք	չնիհարնաք	չերդնուք	չզբօսնուք	չիջնաք	չիջնէք	չգտնաք	չգտնէք	չելլաք	չելլէք	չդպչիք	չկարենաք	չկրնաք		չունիք	չգիտէք	չկաք		չըլլաք	չգաք	չլաք	չտաք	չարտաբերէք	չբերէք	չանդրադառնաք	չդառնաք	չառնէք	չբանաք	չդնէք	չդպիք	չերթաք	չզարնէք	չզիջիք	չընդունիք	չընէք	չըսէք	չթքնէք	չիյնաք	չխածնէք	չխաղաք	չմնաք	չնստիք	չուտէք	չտանիք
